dataset,model,split,status,n_test_perturbations,pearson_delta,pearson_delta_ci95_low,pearson_delta_ci95_high,bns,bns_status,UER_at_50,UER_at_50_ci95_low,UER_at_50_ci95_high,sign_flip_rate,sign_flip_rate_ci95_low,sign_flip_rate_ci95_high,retrieval_top1_accuracy,retrieval_top5_accuracy,retrieval_mrr,uncertainty_status,notes
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,COMPLETED_BASELINE_UNVERIFIED_UPPER_BOUND,57,0.5072577375702244,0.4344409903506998,0.5680716743662677,,UNVERIFIED,0.0007017543859649,0.0,0.0017543859649122,0.203869357187435,0.1720303723736218,0.2462207891269676,0.0175438596491228,0.087719298245614,0.081210758147936,BOOTSTRAP_PERTURBATION_LEVEL,Baseline pseudobulk pilot; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,B0_no_change,L2,COMPLETED_BASELINE_UNVERIFIED_UPPER_BOUND,33,,,,,UNVERIFIED,0.5296969696969697,0.5193939393939394,0.5412272727272727,1.0,1.0,1.0,,,,NO_FINITE_VALUES,Baseline pseudobulk pilot; replicate upper bound not yet verified. Delta Pearson undefined for zero-vector prediction.
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,COMPLETED_BASELINE_UNVERIFIED_UPPER_BOUND,33,0.4343986194829497,0.3104033209926294,0.5168312562022686,,UNVERIFIED,0.0018181818181818,0.0,0.0036363636363636,0.220026350461133,0.1675380285064079,0.2915409031021679,0.0303030303030303,0.1515151515151515,0.1239029765375621,BOOTSTRAP_PERTURBATION_LEVEL,Baseline pseudobulk pilot; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,COMPLETED_BASELINE_UNVERIFIED_UPPER_BOUND,33,0.4343986194829497,0.3104033209926294,0.5168312562022686,,UNVERIFIED,0.0018181818181818,0.0,0.0036363636363636,0.220026350461133,0.1675380285064079,0.2915409031021679,0.0303030303030303,0.1515151515151515,0.1239029765375621,BOOTSTRAP_PERTURBATION_LEVEL,Baseline pseudobulk pilot; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L2,COMPLETED_BASELINE_UNVERIFIED_UPPER_BOUND,33,0.4343986194829497,0.3104033209926294,0.5168312562022686,,UNVERIFIED,0.0018181818181818,0.0,0.0036363636363636,0.220026350461133,0.1675380285064079,0.2915409031021679,0.0303030303030303,0.1515151515151515,0.1239029765375621,BOOTSTRAP_PERTURBATION_LEVEL,Baseline pseudobulk pilot; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L2,COMPLETED_BASELINE_UNVERIFIED_UPPER_BOUND,33,0.4645728301582046,0.3369059971687674,0.5577716851540655,,UNVERIFIED,0.0012121212121212,0.0,0.003030303030303,0.2146364834111869,0.1590100610851598,0.2853036291771469,0.0303030303030303,0.1515151515151515,0.1239029765375621,BOOTSTRAP_PERTURBATION_LEVEL,Baseline pseudobulk pilot; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,B5_mean_effect,L2,COMPLETED_BASELINE_UNVERIFIED_UPPER_BOUND,33,0.4343986194829497,0.3104033209926294,0.5168312562022686,,UNVERIFIED,0.0018181818181818,0.0,0.0036363636363636,0.220026350461133,0.1675380285064079,0.2915409031021679,0.0303030303030303,0.1515151515151515,0.1239029765375621,BOOTSTRAP_PERTURBATION_LEVEL,Baseline pseudobulk pilot; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,B0_no_change,L3,COMPLETED_BASELINE_UNVERIFIED_UPPER_BOUND,25,,,,,UNVERIFIED,0.512,0.4984,0.52482,1.0,1.0,1.0,,,,NO_FINITE_VALUES,Baseline pseudobulk pilot; replicate upper bound not yet verified. Delta Pearson undefined for zero-vector prediction.
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L3,COMPLETED_BASELINE_UNVERIFIED_UPPER_BOUND,25,0.3451781200550119,0.2082986923033994,0.4977547357170396,,UNVERIFIED,0.0008,0.0,0.0024,0.2532806324110672,0.1642450592885375,0.3367747035573122,0.04,0.2,0.1526383271101402,BOOTSTRAP_PERTURBATION_LEVEL,Baseline pseudobulk pilot; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L3,COMPLETED_BASELINE_UNVERIFIED_UPPER_BOUND,25,0.3451781200550119,0.2082986923033994,0.4977547357170396,,UNVERIFIED,0.0008,0.0,0.0024,0.2532806324110672,0.1642450592885375,0.3367747035573122,0.04,0.2,0.1526383271101402,BOOTSTRAP_PERTURBATION_LEVEL,Baseline pseudobulk pilot; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L3,COMPLETED_BASELINE_UNVERIFIED_UPPER_BOUND,25,0.3451781200550119,0.2082986923033994,0.4977547357170396,,UNVERIFIED,0.0008,0.0,0.0024,0.2532806324110672,0.1642450592885375,0.3367747035573122,0.04,0.2,0.1526383271101402,BOOTSTRAP_PERTURBATION_LEVEL,Baseline pseudobulk pilot; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L3,COMPLETED_BASELINE_UNVERIFIED_UPPER_BOUND,25,0.3861936392798895,0.240656033181043,0.5490157198782035,,UNVERIFIED,0.0008,0.0,0.0024,0.2412648221343873,0.1489209486166008,0.3271462450592886,0.04,0.2,0.1526383271101402,BOOTSTRAP_PERTURBATION_LEVEL,Baseline pseudobulk pilot; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,B5_mean_effect,L3,COMPLETED_BASELINE_UNVERIFIED_UPPER_BOUND,25,0.3451781200550119,0.2082986923033994,0.4977547357170396,,UNVERIFIED,0.0008,0.0,0.0024,0.2532806324110672,0.1642450592885375,0.3367747035573122,0.04,0.2,0.1526383271101402,BOOTSTRAP_PERTURBATION_LEVEL,Baseline pseudobulk pilot; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,COMPLETED_FALSIFICATION_PROBE,57,0.5072577375702244,0.4344409903506998,0.5680716743662677,,UNVERIFIED,0.0007017543859649,0.0,0.0017543859649122,0.203869357187435,0.1720303723736218,0.2462207891269676,0.0175438596491228,0.087719298245614,0.081210758147936,BOOTSTRAP_PERTURBATION_LEVEL,Perturbation-blind mean-effect shortcut probe; intentionally identical to B5 under one-context Norman pilot; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,FP2_cell_state_blind_additive,L1,COMPLETED_FALSIFICATION_PROBE,57,0.7680984806067926,0.7037049389388499,0.8219555500488424,,UNVERIFIED,0.0003508771929824,0.0,0.0010526315789473,0.1088690104708411,0.0767751889605436,0.1442930448651272,0.5789473684210527,0.7543859649122807,0.6668475202228062,BOOTSTRAP_PERTURBATION_LEVEL,"Cell-state-blind additive perturbation identity probe; uses training-set single-component deltas when seen, otherwise mean-effect fallback; replicate upper bound not yet verified. "
Norman2019_GEARS_processed_mirror,FP3_label_shuffled_mean_effect,L1,COMPLETED_FALSIFICATION_PROBE,57,0.2221448863018963,0.1514209178757863,0.3017609720421977,,UNVERIFIED,0.003859649122807,0.0021052631578947,0.0059649122807017,0.35670203175924,0.3172092781360516,0.3989269121420151,0.0175438596491228,0.087719298245614,0.0801977756566932,BOOTSTRAP_PERTURBATION_LEVEL,Label-shuffled perturbation delta probe; assigns random training perturbation deltas to held-out test perturbations; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L2,COMPLETED_FALSIFICATION_PROBE,33,0.4343986194829497,0.3104033209926294,0.5168312562022686,,UNVERIFIED,0.0018181818181818,0.0,0.0036363636363636,0.220026350461133,0.1675380285064079,0.2915409031021679,0.0303030303030303,0.1515151515151515,0.1239029765375621,BOOTSTRAP_PERTURBATION_LEVEL,Perturbation-blind mean-effect shortcut probe; intentionally identical to B5 under one-context Norman pilot; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,FP2_cell_state_blind_additive,L2,COMPLETED_FALSIFICATION_PROBE,33,0.4343986194829497,0.3104033209926294,0.5168312562022686,,UNVERIFIED,0.0018181818181818,0.0,0.0036363636363636,0.220026350461133,0.1675380285064079,0.2915409031021679,0.0303030303030303,0.1515151515151515,0.1239029765375621,BOOTSTRAP_PERTURBATION_LEVEL,"Cell-state-blind additive perturbation identity probe; uses training-set single-component deltas when seen, otherwise mean-effect fallback; replicate upper bound not yet verified. "
Norman2019_GEARS_processed_mirror,FP3_label_shuffled_mean_effect,L2,COMPLETED_FALSIFICATION_PROBE,33,0.2659906573729313,0.1653173643281252,0.3410059315227862,,UNVERIFIED,0.0084848484848484,0.0036363636363636,0.0151515151515151,0.3277039166367229,0.2848185411426517,0.3893190801293568,0.0606060606060606,0.2121212121212121,0.1638679039521232,BOOTSTRAP_PERTURBATION_LEVEL,Label-shuffled perturbation delta probe; assigns random training perturbation deltas to held-out test perturbations; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L3,COMPLETED_FALSIFICATION_PROBE,25,0.3451781200550119,0.2082986923033994,0.4977547357170396,,UNVERIFIED,0.0008,0.0,0.0024,0.2532806324110672,0.1642450592885375,0.3367747035573122,0.04,0.2,0.1526383271101402,BOOTSTRAP_PERTURBATION_LEVEL,Perturbation-blind mean-effect shortcut probe; intentionally identical to B5 under one-context Norman pilot; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,FP2_cell_state_blind_additive,L3,COMPLETED_FALSIFICATION_PROBE,25,0.3451781200550119,0.2082986923033994,0.4977547357170396,,UNVERIFIED,0.0008,0.0,0.0024,0.2532806324110672,0.1642450592885375,0.3367747035573122,0.04,0.2,0.1526383271101402,BOOTSTRAP_PERTURBATION_LEVEL,"Cell-state-blind additive perturbation identity probe; uses training-set single-component deltas when seen, otherwise mean-effect fallback; replicate upper bound not yet verified. "
Norman2019_GEARS_processed_mirror,FP3_label_shuffled_mean_effect,L3,COMPLETED_FALSIFICATION_PROBE,25,0.0220786601054072,-0.0881830228560121,0.1227007492512963,,UNVERIFIED,0.004,0.0008,0.008,0.4605533596837945,0.3894901185770751,0.5406324110671937,0.0,0.08,0.0920116485599323,BOOTSTRAP_PERTURBATION_LEVEL,Label-shuffled perturbation delta probe; assigns random training perturbation deltas to held-out test perturbations; replicate upper bound not yet verified. 
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,COMPLETED_GEARS_BATCH_SMOKE_NOT_PERFORMANCE,1,0.9561605453491212,,,,UNVERIFIED,0.0,,,0.0079051383399209,,,1.0,1.0,1.0,INSUFFICIENT_UNITS,GEARS bounded development run; not a full performance benchmark. train_batches=1; eval_batches=1; replicate upper bound not yet verified.
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L1,COMPLETED_GEARS_EVALUATION,55,0.9887484767220236,0.9860012756152586,0.9913680585135112,,UNVERIFIED,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4909090909090909,0.3277465970003773,BOOTSTRAP_PERTURBATION_LEVEL,GEARS bounded development run; not a full performance benchmark. train_batches=0; eval_batches=0; replicate upper bound not yet verified.
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L2,COMPLETED_GEARS_EVALUATION,40,0.9837923556566238,0.979452703371644,0.9874797522649168,,UNVERIFIED,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.15,0.1470699798086335,BOOTSTRAP_PERTURBATION_LEVEL,GEARS bounded development run; not a full performance benchmark. train_batches=0; eval_batches=0; replicate upper bound not yet verified.
Norman2019_GEARS_processed_mirror,GEARS_cell_gears_0.1.2,L3,COMPLETED_GEARS_EVALUATION,25,0.9843338227272034,0.9780925112366676,0.989625538468361,,UNVERIFIED,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.32,0.20669363613757208,BOOTSTRAP_PERTURBATION_LEVEL,GEARS bounded development run; not a full performance benchmark. train_batches=0; eval_batches=0; replicate upper bound not yet verified.
