dataset,model,split,perturbation,true_target_rank,top_match,top_match_similarity,true_target_similarity,is_confused,true_genes,top_match_genes,true_gene_groups,top_match_gene_groups,shared_gene_groups,n_shared_gene_groups,has_shared_gene_group,same_gene_set
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,LYL1+IER5L,2.0,PRDM1+CBFA2T3,0.8203526735305786,0.7983845472335815,True,LYL1|IER5L,PRDM1|CBFA2T3,Basic helix-loop-helix proteins,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,MAP2K3+MAP2K6,57.0,PRDM1+CBFA2T3,0.8203526735305786,-0.3450852632522583,True,MAP2K3|MAP2K6,PRDM1|CBFA2T3,Mitogen-activated protein kinase kinases,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,MAP2K6+IKZF3,19.0,PRDM1+CBFA2T3,0.8203526735305786,0.644254207611084,True,MAP2K6|IKZF3,PRDM1|CBFA2T3,Mitogen-activated protein kinase kinases|Zinc fingers C2H2-type,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,Zinc fingers C2H2-type,1,True,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,MAP2K6+SPI1,38.0,PRDM1+CBFA2T3,0.8203526735305786,0.5078864097595215,True,MAP2K6|SPI1,PRDM1|CBFA2T3,ETS transcription factor family|Mitogen-activated protein kinase kinases,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,MAP4K5+ctrl,35.0,PRDM1+CBFA2T3,0.8203526735305786,0.5484408140182495,True,MAP4K5,PRDM1|CBFA2T3,MAP4K family (GCK-I subfamily),A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,MAPK1+PRTG,37.0,PRDM1+CBFA2T3,0.8203526735305786,0.509082019329071,True,MAPK1|PRTG,PRDM1|CBFA2T3,Fibronectin type III domain containing|I-set domain containing|Mitogen-activated protein kinase 3 and 1 (ERK1/2) family,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,MAPK1+TGFBR2,49.0,PRDM1+CBFA2T3,0.8203526735305786,0.2678501009941101,True,MAPK1|TGFBR2,PRDM1|CBFA2T3,Mitogen-activated protein kinase 3 and 1 (ERK1/2) family|Type 2 receptor serine/threonine kinases,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,MIDN+ctrl,13.0,PRDM1+CBFA2T3,0.8203526735305786,0.698552668094635,True,MIDN,PRDM1|CBFA2T3,,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,POU3F2+CBFA2T3,4.0,PRDM1+CBFA2T3,0.8203526735305786,0.7679414749145508,True,POU3F2|CBFA2T3,PRDM1|CBFA2T3,A-kinase anchoring proteins|POU class homeoboxes and pseudogenes|Zinc fingers MYND-type,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,A-kinase anchoring proteins|Zinc fingers MYND-type,2,True,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,PRDM1+CBFA2T3,1.0,PRDM1+CBFA2T3,0.8203526735305786,0.8203526735305786,False,PRDM1|CBFA2T3,PRDM1|CBFA2T3,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,5,True,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,PRDM1+ctrl,15.0,PRDM1+CBFA2T3,0.8203526735305786,0.6832705736160278,True,PRDM1,PRDM1|CBFA2T3,PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type,3,True,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,PRTG+ctrl,18.0,PRDM1+CBFA2T3,0.8203526735305786,0.6508596539497375,True,PRTG,PRDM1|CBFA2T3,Fibronectin type III domain containing|I-set domain containing,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,PTPN12+SNAI1,23.0,PRDM1+CBFA2T3,0.8203526735305786,0.6283888816833496,True,PTPN12|SNAI1,PRDM1|CBFA2T3,Protein tyrosine phosphatases non-receptor type|SNAG transcriptional repressors|Zinc fingers C2H2-type,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,Zinc fingers C2H2-type,1,True,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,S1PR2+ctrl,33.0,PRDM1+CBFA2T3,0.8203526735305786,0.5559326410293579,True,S1PR2,PRDM1|CBFA2T3,Sphingosine 1-phosphate receptors,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,SGK1+ctrl,9.0,PRDM1+CBFA2T3,0.8203526735305786,0.7183866500854492,True,SGK1,PRDM1|CBFA2T3,Serum/glucocorticoid regulated kinase family,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,SNAI1+DLX2,28.0,PRDM1+CBFA2T3,0.8203526735305786,0.5922352075576782,True,SNAI1|DLX2,PRDM1|CBFA2T3,Distal-less homeobox family|SNAG transcriptional repressors|Zinc fingers C2H2-type,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,Zinc fingers C2H2-type,1,True,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,SPI1+ctrl,5.0,PRDM1+CBFA2T3,0.8203526735305786,0.7621529698371887,True,SPI1,PRDM1|CBFA2T3,ETS transcription factor family,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,STIL+ctrl,21.0,PRDM1+CBFA2T3,0.8203526735305786,0.6325273513793945,True,STIL,PRDM1|CBFA2T3,,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,TBX3+TBX2,42.0,PRDM1+CBFA2T3,0.8203526735305786,0.4076519608497619,True,TBX3|TBX2,PRDM1|CBFA2T3,T-box transcription factors,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,TP73+ctrl,3.0,PRDM1+CBFA2T3,0.8203526735305786,0.7877432107925415,True,TP73,PRDM1|CBFA2T3,,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,UBASH3B+PTPN12,27.0,PRDM1+CBFA2T3,0.8203526735305786,0.6056088209152222,True,UBASH3B|PTPN12,PRDM1|CBFA2T3,Protein phosphatases|Protein tyrosine phosphatases non-receptor type,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,UBASH3B+PTPN9,14.0,PRDM1+CBFA2T3,0.8203526735305786,0.683344304561615,True,UBASH3B|PTPN9,PRDM1|CBFA2T3,CRAL-TRIO lipid binding domain containing|Protein phosphatases|Protein tyrosine phosphatases non-receptor type,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,ctrl+ELMSAN1,55.0,PRDM1+CBFA2T3,0.8203526735305786,-0.0753770023584365,True,ELMSAN1,PRDM1|CBFA2T3,,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,ctrl+FOXL2,22.0,PRDM1+CBFA2T3,0.8203526735305786,0.6297204494476318,True,FOXL2,PRDM1|CBFA2T3,Forkhead boxes,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,ctrl+ISL2,46.0,PRDM1+CBFA2T3,0.8203526735305786,0.281672328710556,True,ISL2,PRDM1|CBFA2T3,LIM class homeoboxes,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,ctrl+PRTG,26.0,PRDM1+CBFA2T3,0.8203526735305786,0.6115213632583618,True,PRTG,PRDM1|CBFA2T3,Fibronectin type III domain containing|I-set domain containing,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,ctrl+RUNX1T1,52.0,PRDM1+CBFA2T3,0.8203526735305786,0.2354421317577362,True,RUNX1T1,PRDM1|CBFA2T3,Zinc fingers MYND-type,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,Zinc fingers MYND-type,1,True,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,ctrl+TBX2,43.0,PRDM1+CBFA2T3,0.8203526735305786,0.4036008715629577,True,TBX2,PRDM1|CBFA2T3,T-box transcription factors,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,ctrl+TBX3,48.0,PRDM1+CBFA2T3,0.8203526735305786,0.2711613178253174,True,TBX3,PRDM1|CBFA2T3,T-box transcription factors,A-kinase anchoring proteins|PR/SET domain family|Putative lysine methyltransferases|Zinc fingers C2H2-type|Zinc fingers MYND-type,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,BCL2L11+ctrl,28.0,RHOXF2BB+ctrl,0.7839229702949524,0.2574393153190613,True,BCL2L11,RHOXF2BB,BCL2 homology region 3 (BH3) only,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,BCORL1+ctrl,25.0,RHOXF2BB+ctrl,0.7839229702949524,0.3079768419265747,True,BCORL1,RHOXF2BB,Ankyrin repeat domain containing,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,C19orf26+ctrl,14.0,RHOXF2BB+ctrl,0.7839229702949524,0.5919169187545776,True,C19orf26,RHOXF2BB,,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,CEBPB+ctrl,23.0,RHOXF2BB+ctrl,0.7839229702949524,0.3946757018566131,True,CEBPB,RHOXF2BB,CCAAT/enhancer binding proteins,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,CEBPE+CEBPB,20.0,RHOXF2BB+ctrl,0.7839229702949524,0.4017025530338287,True,CEBPE|CEBPB,RHOXF2BB,CCAAT/enhancer binding proteins,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,CEBPE+ctrl,27.0,RHOXF2BB+ctrl,0.7839229702949524,0.2875158786773681,True,CEBPE,RHOXF2BB,CCAAT/enhancer binding proteins,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,CITED1+ctrl,7.0,RHOXF2BB+ctrl,0.7839229702949524,0.6589224338531494,True,CITED1,RHOXF2BB,CBP/p300-interacting transactivator with ED-rich tail family,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,CKS1B+ctrl,9.0,RHOXF2BB+ctrl,0.7839229702949524,0.6334018707275391,True,CKS1B,RHOXF2BB,MicroRNA protein coding host genes,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,FOXO4+ctrl,8.0,RHOXF2BB+ctrl,0.7839229702949524,0.6514522433280945,True,FOXO4,RHOXF2BB,Forkhead boxes,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,HOXA13+ctrl,3.0,RHOXF2BB+ctrl,0.7839229702949524,0.7295387387275696,True,HOXA13,RHOXF2BB,HOXL subclass homeoboxes,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,HOXB9+ctrl,15.0,RHOXF2BB+ctrl,0.7839229702949524,0.5775298476219177,True,HOXB9,RHOXF2BB,HOXL subclass homeoboxes,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,HOXC13+ctrl,5.0,RHOXF2BB+ctrl,0.7839229702949524,0.7222194671630859,True,HOXC13,RHOXF2BB,HOXL subclass homeoboxes,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,KIAA1804+ctrl,13.0,RHOXF2BB+ctrl,0.7839229702949524,0.5928459167480469,True,KIAA1804,RHOXF2BB,,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,KIF2C+ctrl,26.0,RHOXF2BB+ctrl,0.7839229702949524,0.2905364632606506,True,KIF2C,RHOXF2BB,Kinesins|Small nucleolar RNA protein coding host genes,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,MAP2K3+ctrl,33.0,RHOXF2BB+ctrl,0.7839229702949524,-0.3222595751285553,True,MAP2K3,RHOXF2BB,Mitogen-activated protein kinase kinases,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,MAP7D1+ctrl,29.0,RHOXF2BB+ctrl,0.7839229702949524,0.0045882682316005,True,MAP7D1,RHOXF2BB,Microtubule associated protein 7 family,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,PLK4+ctrl,16.0,RHOXF2BB+ctrl,0.7839229702949524,0.5328464508056641,True,PLK4,RHOXF2BB,Polo like kinase family,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,RHOXF2BB+ctrl,1.0,RHOXF2BB+ctrl,0.7839229702949524,0.7839229702949524,False,RHOXF2BB,RHOXF2BB,,,,0,False,True
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,SGK1+TBX2,6.0,RHOXF2BB+ctrl,0.7839229702949524,0.7060365676879883,True,SGK1|TBX2,RHOXF2BB,Serum/glucocorticoid regulated kinase family|T-box transcription factors,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,SGK1+ctrl,2.0,RHOXF2BB+ctrl,0.7839229702949524,0.7771896719932556,True,SGK1,RHOXF2BB,Serum/glucocorticoid regulated kinase family,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,SLC6A9+ctrl,17.0,RHOXF2BB+ctrl,0.7839229702949524,0.5253403186798096,True,SLC6A9,RHOXF2BB,Solute carrier family 6,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,TBX2+ctrl,19.0,RHOXF2BB+ctrl,0.7839229702949524,0.4105157852172851,True,TBX2,RHOXF2BB,T-box transcription factors,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,ZC3HAV1+CEBPE,31.0,RHOXF2BB+ctrl,0.7839229702949524,-0.0296360533684492,True,ZC3HAV1|CEBPE,RHOXF2BB,CCAAT/enhancer binding proteins|Poly(ADP-ribose) polymerases|Zinc fingers CCCH-type,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,ZC3HAV1+HOXC13,10.0,RHOXF2BB+ctrl,0.7839229702949524,0.6239345073699951,True,ZC3HAV1|HOXC13,RHOXF2BB,HOXL subclass homeoboxes|Poly(ADP-ribose) polymerases|Zinc fingers CCCH-type,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,ZC3HAV1+ctrl,32.0,RHOXF2BB+ctrl,0.7839229702949524,-0.2218920588493347,True,ZC3HAV1,RHOXF2BB,Poly(ADP-ribose) polymerases|Zinc fingers CCCH-type,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,ctrl+C19orf26,11.0,RHOXF2BB+ctrl,0.7839229702949524,0.6021907329559326,True,C19orf26,RHOXF2BB,,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,ctrl+CEBPB,22.0,RHOXF2BB+ctrl,0.7839229702949524,0.3963216245174408,True,CEBPB,RHOXF2BB,CCAAT/enhancer binding proteins,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,ctrl+CEBPE,24.0,RHOXF2BB+ctrl,0.7839229702949524,0.3404780030250549,True,CEBPE,RHOXF2BB,CCAAT/enhancer binding proteins,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,ctrl+HOXB9,12.0,RHOXF2BB+ctrl,0.7839229702949524,0.5945066213607788,True,HOXB9,RHOXF2BB,HOXL subclass homeoboxes,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,ctrl+HOXC13,4.0,RHOXF2BB+ctrl,0.7839229702949524,0.7231888771057129,True,HOXC13,RHOXF2BB,HOXL subclass homeoboxes,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,ctrl+KIF2C,21.0,RHOXF2BB+ctrl,0.7839229702949524,0.3964848518371582,True,KIF2C,RHOXF2BB,Kinesins|Small nucleolar RNA protein coding host genes,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,ctrl+MAP7D1,30.0,RHOXF2BB+ctrl,0.7839229702949524,-0.0026630850043147,True,MAP7D1,RHOXF2BB,Microtubule associated protein 7 family,,,0,False,False
Norman2019_GEARS_processed_mirror,B1_global_perturbed_mean,L2,ctrl+TBX2,18.0,RHOXF2BB+ctrl,0.7839229702949524,0.4215313196182251,True,TBX2,RHOXF2BB,T-box transcription factors,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,BCL2L11+ctrl,28.0,RHOXF2BB+ctrl,0.7839229702949524,0.2574393153190613,True,BCL2L11,RHOXF2BB,BCL2 homology region 3 (BH3) only,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,BCORL1+ctrl,25.0,RHOXF2BB+ctrl,0.7839229702949524,0.3079768419265747,True,BCORL1,RHOXF2BB,Ankyrin repeat domain containing,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,C19orf26+ctrl,14.0,RHOXF2BB+ctrl,0.7839229702949524,0.5919169187545776,True,C19orf26,RHOXF2BB,,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,CEBPB+ctrl,23.0,RHOXF2BB+ctrl,0.7839229702949524,0.3946757018566131,True,CEBPB,RHOXF2BB,CCAAT/enhancer binding proteins,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,CEBPE+CEBPB,20.0,RHOXF2BB+ctrl,0.7839229702949524,0.4017025530338287,True,CEBPE|CEBPB,RHOXF2BB,CCAAT/enhancer binding proteins,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,CEBPE+ctrl,27.0,RHOXF2BB+ctrl,0.7839229702949524,0.2875158786773681,True,CEBPE,RHOXF2BB,CCAAT/enhancer binding proteins,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,CITED1+ctrl,7.0,RHOXF2BB+ctrl,0.7839229702949524,0.6589224338531494,True,CITED1,RHOXF2BB,CBP/p300-interacting transactivator with ED-rich tail family,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,CKS1B+ctrl,9.0,RHOXF2BB+ctrl,0.7839229702949524,0.6334018707275391,True,CKS1B,RHOXF2BB,MicroRNA protein coding host genes,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,FOXO4+ctrl,8.0,RHOXF2BB+ctrl,0.7839229702949524,0.6514522433280945,True,FOXO4,RHOXF2BB,Forkhead boxes,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,HOXA13+ctrl,3.0,RHOXF2BB+ctrl,0.7839229702949524,0.7295387387275696,True,HOXA13,RHOXF2BB,HOXL subclass homeoboxes,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,HOXB9+ctrl,15.0,RHOXF2BB+ctrl,0.7839229702949524,0.5775298476219177,True,HOXB9,RHOXF2BB,HOXL subclass homeoboxes,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,HOXC13+ctrl,5.0,RHOXF2BB+ctrl,0.7839229702949524,0.7222194671630859,True,HOXC13,RHOXF2BB,HOXL subclass homeoboxes,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,KIAA1804+ctrl,13.0,RHOXF2BB+ctrl,0.7839229702949524,0.5928459167480469,True,KIAA1804,RHOXF2BB,,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,KIF2C+ctrl,26.0,RHOXF2BB+ctrl,0.7839229702949524,0.2905364632606506,True,KIF2C,RHOXF2BB,Kinesins|Small nucleolar RNA protein coding host genes,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,MAP2K3+ctrl,33.0,RHOXF2BB+ctrl,0.7839229702949524,-0.3222595751285553,True,MAP2K3,RHOXF2BB,Mitogen-activated protein kinase kinases,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,MAP7D1+ctrl,29.0,RHOXF2BB+ctrl,0.7839229702949524,0.0045882682316005,True,MAP7D1,RHOXF2BB,Microtubule associated protein 7 family,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,PLK4+ctrl,16.0,RHOXF2BB+ctrl,0.7839229702949524,0.5328464508056641,True,PLK4,RHOXF2BB,Polo like kinase family,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,RHOXF2BB+ctrl,1.0,RHOXF2BB+ctrl,0.7839229702949524,0.7839229702949524,False,RHOXF2BB,RHOXF2BB,,,,0,False,True
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,SGK1+TBX2,6.0,RHOXF2BB+ctrl,0.7839229702949524,0.7060365676879883,True,SGK1|TBX2,RHOXF2BB,Serum/glucocorticoid regulated kinase family|T-box transcription factors,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,SGK1+ctrl,2.0,RHOXF2BB+ctrl,0.7839229702949524,0.7771896719932556,True,SGK1,RHOXF2BB,Serum/glucocorticoid regulated kinase family,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,SLC6A9+ctrl,17.0,RHOXF2BB+ctrl,0.7839229702949524,0.5253403186798096,True,SLC6A9,RHOXF2BB,Solute carrier family 6,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,TBX2+ctrl,19.0,RHOXF2BB+ctrl,0.7839229702949524,0.4105157852172851,True,TBX2,RHOXF2BB,T-box transcription factors,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,ZC3HAV1+CEBPE,31.0,RHOXF2BB+ctrl,0.7839229702949524,-0.0296360533684492,True,ZC3HAV1|CEBPE,RHOXF2BB,CCAAT/enhancer binding proteins|Poly(ADP-ribose) polymerases|Zinc fingers CCCH-type,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,ZC3HAV1+HOXC13,10.0,RHOXF2BB+ctrl,0.7839229702949524,0.6239345073699951,True,ZC3HAV1|HOXC13,RHOXF2BB,HOXL subclass homeoboxes|Poly(ADP-ribose) polymerases|Zinc fingers CCCH-type,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,ZC3HAV1+ctrl,32.0,RHOXF2BB+ctrl,0.7839229702949524,-0.2218920588493347,True,ZC3HAV1,RHOXF2BB,Poly(ADP-ribose) polymerases|Zinc fingers CCCH-type,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,ctrl+C19orf26,11.0,RHOXF2BB+ctrl,0.7839229702949524,0.6021907329559326,True,C19orf26,RHOXF2BB,,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,ctrl+CEBPB,22.0,RHOXF2BB+ctrl,0.7839229702949524,0.3963216245174408,True,CEBPB,RHOXF2BB,CCAAT/enhancer binding proteins,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,ctrl+CEBPE,24.0,RHOXF2BB+ctrl,0.7839229702949524,0.3404780030250549,True,CEBPE,RHOXF2BB,CCAAT/enhancer binding proteins,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,ctrl+HOXB9,12.0,RHOXF2BB+ctrl,0.7839229702949524,0.5945066213607788,True,HOXB9,RHOXF2BB,HOXL subclass homeoboxes,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,ctrl+HOXC13,4.0,RHOXF2BB+ctrl,0.7839229702949524,0.7231888771057129,True,HOXC13,RHOXF2BB,HOXL subclass homeoboxes,,,0,False,False
Norman2019_GEARS_processed_mirror,B2_context_matched_perturbed_mean,L2,ctrl+KIF2C,21.0,RHOXF2BB+ctrl,0.7839229702949524,0.3964848518371582,True,KIF2C,RHOXF2BB,Kinesins|Small nucleolar RNA protein coding host genes,,,0,False,False
