dataset,model,split,sensitivity,status,n_test_perturbations,UER_at_50_gemgroup_null_q95,notes
Norman2019_GEARS_processed_mirror,B0_no_change,L1,geo_gemgroup_control_null_q95,COMPLETED_SENSITIVITY_PARTIAL_GEO_LINK,57,0.7059649122807018,"Control-control gemgroup null envelope; partial GEO metadata link, not replicate-derived BNS upper bound."
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L1,geo_gemgroup_control_null_q95,COMPLETED_SENSITIVITY_PARTIAL_GEO_LINK,57,0.063859649122807,"Control-control gemgroup null envelope; partial GEO metadata link, not replicate-derived BNS upper bound."
Norman2019_GEARS_processed_mirror,B5_mean_effect,L1,geo_gemgroup_control_null_q95,COMPLETED_SENSITIVITY_PARTIAL_GEO_LINK,57,0.13543859649122805,"Control-control gemgroup null envelope; partial GEO metadata link, not replicate-derived BNS upper bound."
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L1,geo_gemgroup_control_null_q95,COMPLETED_SENSITIVITY_PARTIAL_GEO_LINK,57,0.13543859649122805,"Control-control gemgroup null envelope; partial GEO metadata link, not replicate-derived BNS upper bound."
Norman2019_GEARS_processed_mirror,FP2_cell_state_blind_additive,L1,geo_gemgroup_control_null_q95,COMPLETED_SENSITIVITY_PARTIAL_GEO_LINK,57,0.063859649122807,"Control-control gemgroup null envelope; partial GEO metadata link, not replicate-derived BNS upper bound."
Norman2019_GEARS_processed_mirror,FP3_label_shuffled_mean_effect,L1,geo_gemgroup_control_null_q95,COMPLETED_SENSITIVITY_PARTIAL_GEO_LINK,57,0.19228070175438594,"Control-control gemgroup null envelope; partial GEO metadata link, not replicate-derived BNS upper bound."
Norman2019_GEARS_processed_mirror,B0_no_change,L2,geo_gemgroup_control_null_q95,COMPLETED_SENSITIVITY_PARTIAL_GEO_LINK,33,0.7084848484848485,"Control-control gemgroup null envelope; partial GEO metadata link, not replicate-derived BNS upper bound."
Norman2019_GEARS_processed_mirror,B3_additive_seen_component,L2,geo_gemgroup_control_null_q95,COMPLETED_SENSITIVITY_PARTIAL_GEO_LINK,33,0.2290909090909091,"Control-control gemgroup null envelope; partial GEO metadata link, not replicate-derived BNS upper bound."
Norman2019_GEARS_processed_mirror,B5_mean_effect,L2,geo_gemgroup_control_null_q95,COMPLETED_SENSITIVITY_PARTIAL_GEO_LINK,33,0.2290909090909091,"Control-control gemgroup null envelope; partial GEO metadata link, not replicate-derived BNS upper bound."
Norman2019_GEARS_processed_mirror,FP1_perturbation_blind_mean_effect,L2,geo_gemgroup_control_null_q95,COMPLETED_SENSITIVITY_PARTIAL_GEO_LINK,33,0.2290909090909091,"Control-control gemgroup null envelope; partial GEO metadata link, not replicate-derived BNS upper bound."
Norman2019_GEARS_processed_mirror,FP2_cell_state_blind_additive,L2,geo_gemgroup_control_null_q95,COMPLETED_SENSITIVITY_PARTIAL_GEO_LINK,33,0.2290909090909091,"Control-control gemgroup null envelope; partial GEO metadata link, not replicate-derived BNS upper bound."
Norman2019_GEARS_processed_mirror,FP3_label_shuffled_mean_effect,L2,geo_gemgroup_control_null_q95,COMPLETED_SENSITIVITY_PARTIAL_GEO_LINK,33,0.24545454545454545,"Control-control gemgroup null envelope; partial GEO metadata link, not replicate-derived BNS upper bound."
