run_id	n_targets	top1	top5	mrr
S3_replogle_k562_rl1	15	0.13333333333333333	0.3333333333333333	0.25941798941798944
S4_replogle_k562_to_rpe1_rl4	15	0.06666666666666667	0.3333333333333333	0.22121526621526622
