comparison,metric,n_matched_targets,source_mean,cross_context_mean,mean_drop_source_minus_cross,ci95_low,ci95_high,uncertainty_status,interpretation_direction
STATE Replogle matched targets: K562 R-L1 minus K562->RPE1 R-L4,pearson_delta,15,0.29547668757538,0.1791899149616559,0.116286772613724,0.0683661952335387,0.1599067568499594,BOOTSTRAP_PERTURBATION_LEVEL,positive means within-context agreement is higher
STATE Replogle matched targets: K562 R-L1 minus K562->RPE1 R-L4,spearman_delta,15,0.2240120260815004,0.1531367723089408,0.0708752537725595,0.0260521506652615,0.1110276470539594,BOOTSTRAP_PERTURBATION_LEVEL,positive means within-context rank agreement is higher
STATE Replogle matched targets: K562 R-L1 minus K562->RPE1 R-L4,cosine_delta,15,0.3024650931358337,0.1976794242858886,0.104785668849945,0.0528661267956097,0.1532933694124222,BOOTSTRAP_PERTURBATION_LEVEL,positive means within-context direction agreement is higher
STATE Replogle matched targets: K562 R-L1 minus K562->RPE1 R-L4,uer50,15,0.1386666666666667,0.1666666666666666,-0.028,-0.064,0.0106666666666666,BOOTSTRAP_PERTURBATION_LEVEL,negative means cross-context unsupported-effect burden is higher
STATE Replogle matched targets: K562 R-L1 minus K562->RPE1 R-L4,sign_flip_rate,15,0.2581333333333334,0.3138666666666667,-0.0557333333333333,-0.1,-0.0103933333333333,BOOTSTRAP_PERTURBATION_LEVEL,negative means cross-context sign-flip burden is higher
