dataset,direction,train_cell_line,test_cell_line,split,model,seed,run_dir,run_status,elapsed_seconds,n_test_targets,pearson_delta,pearson_ci_low,pearson_ci_high,spearman_delta,rmse_delta,cosine_delta,retrieval_top1,retrieval_top5,retrieval_mrr,mrr_ci_low,mrr_ci_high,uer20,uer50,uer50_ci_low,uer50_ci_high,uer100,sign_flip_rate,sign_flip_ci_low,sign_flip_ci_high,metric_space,evaluation_adapter,uncertainty_status,null_status,bns_status,filtered_data,performance_eligible
Replogle_GEARS_filtered,k2r,K562,RPE1,R-L4-K2R,GEARS_cell_gears_0.1.2,1,results/replogle/gears/rl4_k2r_20260827T020001Z,COMPLETED_GEARS_EVALUATION,52594.312,732,0.006322623069253,0.0004843170014928905,0.012309821796046228,0.0070176071833055,0.1623138749585207,-0.0281826416488553,0.0027322404371584,0.0095628415300546,0.012609353391484663,0.008713668841372143,0.017501034830614482,0.3560792349726776,0.38467213114754106,0.3797267759562842,0.3899187158469945,0.4081010928961749,0.5520437158469945,0.5438733606557378,0.559940300546448,target_control_audit_delta,source_context_train_target_context_control_basal_prediction,BOOTSTRAP_PERTURBATION_LEVEL,sensitivity_only,UNVERIFIED,True,True
Replogle_GEARS_filtered,r2k,RPE1,K562,R-L4-R2K,GEARS_cell_gears_0.1.2,1,results/replogle/gears/rl4_r2k_20260828T090923Z,COMPLETED_GEARS_EVALUATION,21641.638,732,0.0021668034063364,0.0007416612289265769,0.0036459692706776307,0.0003579404426043,0.1630917377820839,0.0016569065265968,0.0,0.0068306010928961,0.008895920815967578,0.006754299581547683,0.011524163366020563,0.421379781420765,0.4666120218579235,0.4610915300546448,0.47218647540983605,0.4669672131147541,0.496194241446661,0.49297786885245903,0.49930969122391206,target_control_audit_delta,source_context_train_target_context_control_basal_prediction,BOOTSTRAP_PERTURBATION_LEVEL,sensitivity_only,UNVERIFIED,True,True
