Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	library_modality	lane	sample_index	pool
SRR19410112	2022-05-25 21:48:03	2022-05-25 21:10:10	53621858	6863597824	53621858	128	2007		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19410/SRR19410112/SRR19410112.lite.1	SRX15464860	KD8_seq2_p1_mRNA_79_S80_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	9E9EA3D0906A688C03E347A799936602	7388167324D86CCC10E0007563D057C6	mRNA	UNKNOWN	S80	p1
SRR19410113	2022-05-25 20:59:32	2022-05-25 20:35:20	5553378	710832384	5553378	128	200		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19410/SRR19410113/SRR19410113.lite.1	SRX15464859	KD8_seq1_p1_sgRNA_32_S33_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	163E43FBAFEC46CCF00D9982FDCA92D0	B6A8AA043B2DBA72227B0A4959473C75	sgRNA	UNKNOWN	S33	p1
SRR19410114	2022-05-25 21:48:03	2022-05-25 20:53:20	53208973	6810748544	53208973	128	2009		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19410/SRR19410114/SRR19410114.lite.1	SRX15464858	KD8_seq2_p1_mRNA_79_S80_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	2E8F5DC3A1C7899F4AAC148619D4B8F5	27CFA5A26D07A0CE2B889EB305F24D8F	mRNA	UNKNOWN	S80	p1
SRR19410115	2022-05-25 21:48:03	2022-05-25 20:52:08	52449645	6713554560	52449645	128	2004		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19410/SRR19410115/SRR19410115.lite.1	SRX15464857	KD8_seq1_p1_mRNA_79_S80_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	D33C09B85552BFB3F946A4032DCA1FB6	823509B4F7D691151546DAB9978803E8	mRNA	UNKNOWN	S80	p1
SRR19410116	2022-05-25 21:48:03	2022-05-25 20:53:59	52070256	6664992768	52070256	128	1972		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19410/SRR19410116/SRR19410116.lite.1	SRX15464856	KD8_seq1_p1_mRNA_79_S80_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	4833A2D0D525ACA8346971789D3AEF22	1A30C26D0400C605659DF4C5E54E7587	mRNA	UNKNOWN	S80	p1
SRR19410117	2022-05-25 21:48:03	2022-05-25 20:48:54	52004652	6656595456	52004652	128	1974		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19410/SRR19410117/SRR19410117.lite.1	SRX15464855	KD8_seq1_p1_mRNA_79_S80_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	F959FDEAF9E586098C958A2970CF7387	2912C9450E8C32D748EC480447B52B64	mRNA	UNKNOWN	S80	p1
SRR19410118	2022-05-25 21:48:03	2022-05-25 20:52:35	52250015	6688001920	52250015	128	1989		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19410/SRR19410118/SRR19410118.lite.1	SRX15464854	KD8_seq1_p1_mRNA_79_S80_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	5811F83FB11808F7551C7BEEBD95D141	7314F54DE806B4F970EE2CA708CFB44A	mRNA	UNKNOWN	S80	p1
SRR19410119	2022-05-25 20:59:32	2022-05-25 20:34:39	2266752	290144256	2266752	128	82		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19410/SRR19410119/SRR19410119.lite.1	SRX15464853	KD8_seq2_p1_sgRNA_78_S79_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	7866E50E1C6F8BB5CBE2B8E7EB6D4EFB	FF3BF59886520CA6EE8E479A16868221	sgRNA	UNKNOWN	S79	p1
SRR19410120	2022-05-25 20:59:32	2022-05-25 20:34:24	2284565	292424320	2284565	128	82		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19410/SRR19410120/SRR19410120.lite.1	SRX15464852	KD8_seq2_p1_sgRNA_78_S79_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	347594731DB9FBA38519D9475BCA0A50	C5CBC49BE12A2D42BDC34404A371934B	sgRNA	UNKNOWN	S79	p1
SRR19410121	2022-05-25 20:59:32	2022-05-25 20:34:39	2297341	294059648	2297341	128	83		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19410/SRR19410121/SRR19410121.lite.1	SRX15464851	KD8_seq2_p1_sgRNA_78_S79_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	6FCC74131F90198A48729724D7BDF257	33363F8FD276B326DE1EBBDA3C60ADCD	sgRNA	UNKNOWN	S79	p1
SRR19410122	2022-05-25 20:59:32	2022-05-25 20:34:27	2303205	294810240	2303205	128	84		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19410/SRR19410122/SRR19410122.lite.1	SRX15464850	KD8_seq2_p1_sgRNA_78_S79_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	E372F9C0F23AB6FDB4D5CF223142C4A8	5BF009A493A4772FF8118023CDC4BAC7	sgRNA	UNKNOWN	S79	p1
SRR19410123	2022-05-25 20:59:32	2022-05-25 20:34:39	2354278	301347584	2354278	128	85		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19410/SRR19410123/SRR19410123.lite.1	SRX15464849	KD8_seq1_p1_sgRNA_78_S79_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	8CE63B62B92F500E25C2EB49C96E0E56	727AA295D1E53CDCE38B8B45DE54BFD9	sgRNA	UNKNOWN	S79	p1
SRR19410124	2022-05-25 20:59:32	2022-05-25 20:35:59	5784254	740384512	5784254	128	206		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19410/SRR19410124/SRR19410124.lite.1	SRX15464848	KD8_seq1_p1_sgRNA_32_S33_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	E27DCD02D8B163EB7B4424023F64C388	0BE4E19A550750055B704C1951DFCF27	sgRNA	UNKNOWN	S33	p1
SRR19410125	2022-05-25 20:59:32	2022-05-25 20:34:47	2364195	302616960	2364195	128	85		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19410/SRR19410125/SRR19410125.lite.1	SRX15464847	KD8_seq1_p1_sgRNA_78_S79_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	53A8E2E0C9A1B0ED19120701DD6D46BD	7D780C92CE70CC06706CAB323BBFC79C	sgRNA	UNKNOWN	S79	p1
SRR19410126	2022-05-25 20:59:32	2022-05-25 20:34:37	2450583	313674624	2450583	128	87		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19410/SRR19410126/SRR19410126.lite.1	SRX15464846	KD8_seq1_p1_sgRNA_78_S79_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	86AA2201CDB2DFC1D1DFA6F7E1DB9C81	14CEBFD4C33BDCD43D689580199F83AE	sgRNA	UNKNOWN	S79	p1
SRR19410127	2022-05-25 20:59:32	2022-05-25 20:34:22	2369595	303308160	2369595	128	85		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19410/SRR19410127/SRR19410127.lite.1	SRX15464845	KD8_seq1_p1_sgRNA_78_S79_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	7D9CD8AAA24017D6E79A8435764E4977	DEE305FA9B1DCE55792EAA8615C78780	sgRNA	UNKNOWN	S79	p1
SRR19410128	2022-05-25 21:48:03	2022-05-25 20:48:40	46852303	5997094784	46852303	128	1748		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19410/SRR19410128/SRR19410128.lite.1	SRX15464844	KD8_seq2_p1_mRNA_78_S79_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	856627F0955B2ACEACE8F5D7FF4C3442	B7E380DBB2737B6A0303C526B36C42B4	mRNA	UNKNOWN	S79	p1
SRR19410129	2022-05-25 21:48:03	2022-05-25 20:47:32	46866517	5998914176	46866517	128	1754		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19410/SRR19410129/SRR19410129.lite.1	SRX15464843	KD8_seq2_p1_mRNA_78_S79_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	DB14C933C5BD98CF88B2156ED8C9C7F1	129CFFC967076EAB80855D48511D2C52	mRNA	UNKNOWN	S79	p1
SRR19410130	2022-05-25 21:48:03	2022-05-25 20:49:07	46569906	5960947968	46569906	128	1735		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19410/SRR19410130/SRR19410130.lite.1	SRX15464842	KD8_seq2_p1_mRNA_78_S79_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	5E281D63E5FE98F3D939DCD31D5CC35A	148F317DEB4652405E11B8899467C504	mRNA	UNKNOWN	S79	p1
SRR19410131	2022-05-25 21:48:03	2022-05-25 20:49:16	39279954	5027834112	39279954	128	1498		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19410/SRR19410131/SRR19410131.lite.1	SRX15464841	KD8_seq2_p1_mRNA_74_S75_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	E024F0CF20773978213BC58921CCBD99	6A64B8F2C91C23ECB56D73DCAE3D9A78	mRNA	UNKNOWN	S75	p1
SRR19410132	2022-05-25 21:48:03	2022-05-25 20:52:05	39123006	5007744768	39123006	128	1482		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19410/SRR19410132/SRR19410132.lite.1	SRX15464840	KD8_seq1_p1_mRNA_74_S75_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	F0A784911C67B1510352930DF42E6DD6	4FA14664B543F39974F5D951C621D1E5	mRNA	UNKNOWN	S75	p1
SRR19410133	2022-05-25 21:48:03	2022-05-25 20:54:15	39285286	5028516608	39285286	128	1491		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19410/SRR19410133/SRR19410133.lite.1	SRX15464839	KD8_seq1_p1_mRNA_74_S75_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	FA5A6FB9E34880E621E55686EC183381	AC3358EB78B11668AD6CB43992E93B5D	mRNA	UNKNOWN	S75	p1
SRR19410134	2022-05-25 21:48:03	2022-05-25 20:49:42	38145557	4882631296	38145557	128	1433		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19410/SRR19410134/SRR19410134.lite.1	SRX15464838	KD8_seq1_p1_mRNA_74_S75_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	FD8E3A4E4531BDBFEB49A7B301AA8D90	777C61E084C61E8B6C76361B4C9E8AE2	mRNA	UNKNOWN	S75	p1
SRR19410135	2022-05-25 21:48:03	2022-05-25 20:52:02	39301362	5030574336	39301362	128	1487		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19410/SRR19410135/SRR19410135.lite.1	SRX15464837	KD8_seq1_p1_mRNA_74_S75_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	A64652589D5662BE2CF3C0A0E190FD89	8149D446AA2C9F4FBDBF44D002300261	mRNA	UNKNOWN	S75	p1
SRR19410136	2022-05-25 20:59:32	2022-05-25 20:34:54	2767711	354267008	2767711	128	100		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19410/SRR19410136/SRR19410136.lite.1	SRX15464836	KD8_seq2_p1_sgRNA_73_S74_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	640DE12DA4C8EAF460A33F257D1BBA7B	0241B86F27CAF35FAC74F435947B9A84	sgRNA	UNKNOWN	S74	p1
SRR19410137	2022-05-25 20:59:32	2022-05-25 20:34:29	2723586	348619008	2723586	128	98		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19410/SRR19410137/SRR19410137.lite.1	SRX15464835	KD8_seq2_p1_sgRNA_73_S74_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	814DC94BE9EE4002459A15CF38D7149C	A3550DF7A490A9581E27F31067CD9545	sgRNA	UNKNOWN	S74	p1
SRR19410138	2022-05-25 20:59:32	2022-05-25 20:34:42	2765798	354022144	2765798	128	99		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19410/SRR19410138/SRR19410138.lite.1	SRX15464834	KD8_seq2_p1_sgRNA_73_S74_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	BEB77C37E4FC81ED3BD6637914EC8F9F	B8C3118E3A9EF87C139CBCB761EDA7EC	sgRNA	UNKNOWN	S74	p1
SRR19410139	2022-05-25 20:59:32	2022-05-25 20:34:49	2743669	351189632	2743669	128	99		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19410/SRR19410139/SRR19410139.lite.1	SRX15464833	KD8_seq2_p1_sgRNA_73_S74_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	D7BD28D7C80D36BFFF50D6A57AEBDB4C	5D81649D9EB085857E03390FE744D100	sgRNA	UNKNOWN	S74	p1
SRR19410140	2022-05-25 20:59:32	2022-05-25 20:34:45	2625992	336126976	2625992	128	96		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19410/SRR19410140/SRR19410140.lite.1	SRX15464832	KD8_seq1_p1_sgRNA_73_S74_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	9446DE1188D525CBB9822015F6B281ED	FC68D4D6655F651B11647F7E79898CE9	sgRNA	UNKNOWN	S74	p1
SRR19410141	2022-05-25 21:48:03	2022-05-25 21:04:48	72700375	9305648000	72700375	128	2747		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19410/SRR19410141/SRR19410141.lite.1	SRX15464831	KD8_seq1_p1_mRNA_32_S33_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	12551637CAB9276E92E6A7E1179631DB	72DE7D55ACADEC5A4F590E09073E9876	mRNA	UNKNOWN	S33	p1
SRR19410142	2022-05-25 20:59:32	2022-05-25 20:34:22	2649224	339100672	2649224	128	97		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19410/SRR19410142/SRR19410142.lite.1	SRX15464830	KD8_seq1_p1_sgRNA_73_S74_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	340AE86BB263086F0C02A356DCBCA3A5	353A6742C274C83A57A7B09931C40C11	sgRNA	UNKNOWN	S74	p1
SRR19410143	2022-05-25 20:59:32	2022-05-25 20:34:41	2639371	337839488	2639371	128	97		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19410/SRR19410143/SRR19410143.lite.1	SRX15464829	KD8_seq1_p1_sgRNA_73_S74_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	7E1137160363C9F9DB0668A268D9540D	88AB543F727D121F07F80513109ABFAD	sgRNA	UNKNOWN	S74	p1
SRR19410144	2022-05-25 20:59:32	2022-05-25 20:34:38	2635718	337371904	2635718	128	96		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19410/SRR19410144/SRR19410144.lite.1	SRX15464828	KD8_seq1_p1_sgRNA_73_S74_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	C64CC44DF651DCF3D23AD570C553C14D	A67ABCDECE790AB85AABEC9027E1D644	sgRNA	UNKNOWN	S74	p1
SRR19410145	2022-05-25 21:48:03	2022-05-25 21:03:40	81923064	10486152192	81923064	128	3081		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19410/SRR19410145/SRR19410145.lite.1	SRX15464827	KD8_seq2_p1_mRNA_73_S74_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	AF9E2F62CAF43459C421E93E3483ACE0	7EFA183F5FA88E38E4C209CA4F0B79E6	mRNA	UNKNOWN	S74	p1
SRR19410146	2022-05-25 21:48:03	2022-05-25 21:15:39	80828069	10345992832	80828069	128	3030		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19410/SRR19410146/SRR19410146.lite.1	SRX15464826	KD8_seq2_p1_mRNA_73_S74_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	1D04752038050933D9F218857E20AD0E	E30AE410C74038C35B505244344BE75B	mRNA	UNKNOWN	S74	p1
SRR19410147	2022-05-25 21:48:03	2022-05-25 21:17:27	82501045	10560133760	82501045	128	3109		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19410/SRR19410147/SRR19410147.lite.1	SRX15464825	KD8_seq2_p1_mRNA_73_S74_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	5E2527563E3EBF90CD067BF056405095	1D507E4D7B3DEA1A9DBAB050FA3542AC	mRNA	UNKNOWN	S74	p1
SRR19410148	2022-05-25 21:48:03	2022-05-25 20:59:50	82418538	10549572864	82418538	128	3135		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19410/SRR19410148/SRR19410148.lite.1	SRX15464824	KD8_seq2_p1_mRNA_73_S74_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426749		public	4536C97329CB7E443EAB428203CF4B80	343035ABBB08F0714C48BE9251773A1E	mRNA	UNKNOWN	S74	p1
