Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	library_modality	lane	sample_index	pool
SRR19412119	2022-05-25 23:19:21	2022-05-25 22:43:03	3846548	492358144	3846548	128	140		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19412/SRR19412119/SRR19412119.lite.1	SRX15466500	KD8_seq1_p2_sgRNA_67_S29_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	416F5C82BB7D3E99538F77691F67D46D	011F141F373854F2D9EC6CE40C4063A0	sgRNA	UNKNOWN	S29	p2
SRR19412120	2022-05-25 23:19:21	2022-05-25 22:42:54	3904614	499790592	3904614	128	141		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19412/SRR19412120/SRR19412120.lite.1	SRX15466499	KD8_seq1_p2_sgRNA_67_S29_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	6CB700FD43716FE66E765F53FE96EADC	76B0BA5EDCDEA03B5D95D7F68B6D2CA8	sgRNA	UNKNOWN	S29	p2
SRR19412121	2022-05-25 23:19:21	2022-05-25 22:43:15	3854479	493373312	3854479	128	140		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19412/SRR19412121/SRR19412121.lite.1	SRX15466498	KD8_seq1_p2_sgRNA_67_S29_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	2846DEC3F90B26E560DB410F9BC8F304	1ACC6F6F12132F360BD514A22FEF97A8	sgRNA	UNKNOWN	S29	p2
SRR19412122	2022-05-25 23:19:21	2022-05-25 23:04:12	62500869	8000111232	62500869	128	2398		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR019/19412/SRR19412122/SRR19412122.lite.1	SRX15466497	KD8_seq2_p2_mRNA_67_S68_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	BAB3B2C3F7B0E64F9EBFC781DA3F23F3	54D029D6707C25B02B754D38A705A28C	mRNA	UNKNOWN	S68	p2
SRR19412123	2022-05-25 23:58:59	2022-05-25 23:13:45	63008728	8065117184	63008728	128	2413		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19412/SRR19412123/SRR19412123.lite.1	SRX15466496	KD8_seq2_p2_mRNA_67_S68_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	C2DAB71987A9C0645F707C12353D1F65	0B50B82E221B174982CE3085774C0C7E	mRNA	UNKNOWN	S68	p2
SRR19412124	2022-05-25 23:58:59	2022-05-25 23:23:41	62430167	7991061376	62430167	128	2366		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR019/19412/SRR19412124/SRR19412124.lite.1	SRX15466495	KD8_seq2_p2_mRNA_67_S68_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	6D24628F3E50C3BD20D41C7688ED171F	7753FEA06A577BC4FC2D62B14998E9FF	mRNA	UNKNOWN	S68	p2
SRR19412125	2022-05-25 23:58:59	2022-05-25 23:12:38	62626983	8016253824	62626983	128	2382		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19412/SRR19412125/SRR19412125.lite.1	SRX15466494	KD8_seq2_p2_mRNA_67_S68_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	513AD08E7DF974EAA649C1E4C418D73A	ED3E7BB8741ACC169BD381C3DA3F605F	mRNA	UNKNOWN	S68	p2
SRR19412126	2022-05-25 23:19:21	2022-05-25 23:04:46	63134940	8081272320	63134940	128	2420		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19412/SRR19412126/SRR19412126.lite.1	SRX15466493	KD8_seq1_p2_mRNA_67_S68_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	90F89393DA2D810C818CEAB944566BA8	6347C1BB3AF44573161102A378AC98D6	mRNA	UNKNOWN	S68	p2
SRR19412127	2022-05-25 23:19:21	2022-05-25 23:02:00	62620087	8015371136	62620087	128	2401		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19412/SRR19412127/SRR19412127.lite.1	SRX15466492	KD8_seq1_p2_mRNA_67_S68_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	FA22EB6F8564E9C008089CE836276DB9	6224EE89559D0A3A983959FC2E096E6F	mRNA	UNKNOWN	S68	p2
SRR19412128	2022-05-25 23:19:21	2022-05-25 23:06:01	62487264	7998369792	62487264	128	2389		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19412/SRR19412128/SRR19412128.lite.1	SRX15466491	KD8_seq1_p2_mRNA_67_S68_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	8780E62198578A994C71A6578CB23329	28080B95A960204B71C075D375478AF2	mRNA	UNKNOWN	S68	p2
SRR19412129	2022-05-25 23:19:21	2022-05-25 22:43:56	5419932	693751296	5419932	128	195		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19412/SRR19412129/SRR19412129.lite.1	SRX15466490	KD8_seq1_p2_sgRNA_57_S39_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	8EA9802781DBCD9C96A01D0C934EF94A	A7928F49251AB7E6F6C14D32E1C25333	sgRNA	UNKNOWN	S39	p2
SRR19412130	2022-05-25 23:19:21	2022-05-25 23:07:11	62669388	8021681664	62669388	128	2400		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19412/SRR19412130/SRR19412130.lite.1	SRX15466489	KD8_seq1_p2_mRNA_67_S68_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	7E998DAF780263B70F916AD47E4A5E21	0852FBF92460147EBEA3783D5D6349B8	mRNA	UNKNOWN	S68	p2
SRR19412131	2022-05-25 23:19:21	2022-05-25 22:44:14	6164654	789075712	6164654	128	225		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19412/SRR19412131/SRR19412131.lite.1	SRX15466488	KD8_seq2_p2_sgRNA_66_S30_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	883604C17C0C9663AE423706C7FE8D35	86F4916B668A2F187C48839E9A0587A6	sgRNA	UNKNOWN	S30	p2
SRR19412132	2022-05-25 23:19:21	2022-05-25 22:43:53	6228710	797274880	6228710	128	225		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19412/SRR19412132/SRR19412132.lite.1	SRX15466487	KD8_seq2_p2_sgRNA_66_S30_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	D495420158A34942E1A31D12045AE902	048B81A33A151EA4BA0A28C4FDCFFE39	sgRNA	UNKNOWN	S30	p2
SRR19412133	2022-05-25 23:19:21	2022-05-25 22:44:00	6274487	803134336	6274487	128	226		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19412/SRR19412133/SRR19412133.lite.1	SRX15466486	KD8_seq2_p2_sgRNA_66_S30_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	CA6CC7E70B7535728647606DC9D41F05	0A9C8461213A8A004AD171020765284D	sgRNA	UNKNOWN	S30	p2
SRR19412134	2022-05-25 23:19:21	2022-05-25 22:43:50	5252965	672379520	5252965	128	190		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19412/SRR19412134/SRR19412134.lite.1	SRX15466485	KD8_seq2_p3_sgRNA_20_S21_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	264F478FBC8FF57B250AB48ECB09C30F	267AE6EA215EDC724A8C48E0C6EEF504	sgRNA	UNKNOWN	S21	p3
SRR19412135	2022-05-25 23:19:21	2022-05-25 22:46:29	5424109	694285952	5424109	128	197		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19412/SRR19412135/SRR19412135.lite.1	SRX15466484	KD8_seq1_p3_sgRNA_20_S21_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	73CD32344C84312505B212E45695A157	AE7CB7C9E2EACB88C9930E1B6B7D06D4	sgRNA	UNKNOWN	S21	p3
SRR19412136	2022-05-25 23:19:21	2022-05-25 22:43:34	5462476	699196928	5462476	128	198		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19412/SRR19412136/SRR19412136.lite.1	SRX15466483	KD8_seq1_p3_sgRNA_20_S21_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	69BEF5ED9B5F7C7A51EF41A274C18859	55E46328B65B0D0802EAC22657944DA0	sgRNA	UNKNOWN	S21	p3
SRR19412137	2022-05-25 23:19:20	2022-05-25 22:43:39	5436534	695876352	5436534	128	198		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19412/SRR19412137/SRR19412137.lite.1	SRX15466482	KD8_seq1_p3_sgRNA_20_S21_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	AEFA68042900B25AD57E52AD595FB192	43C368E1B9D7322D6DF47ECE72682DFC	sgRNA	UNKNOWN	S21	p3
SRR19412138	2022-05-25 23:19:20	2022-05-25 22:43:39	5392090	690187520	5392090	128	196		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19412/SRR19412138/SRR19412138.lite.1	SRX15466481	KD8_seq1_p3_sgRNA_20_S21_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	4695EAAA9FD1A409EB619742FA30EB85	CD4F4F4D4ED9734A7A4033C9F3D6AC74	sgRNA	UNKNOWN	S21	p3
SRR19412139	2022-05-25 23:58:59	2022-05-25 23:18:20	83984865	10750062720	83984865	128	3304		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19412/SRR19412139/SRR19412139.lite.1	SRX15466480	KD8_seq2_p3_mRNA_20_S21_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	9D27A1200A5580D2E04EA20388DA1A4D	4A5051480CC851E7E136B0D8F202DA86	mRNA	UNKNOWN	S21	p3
SRR19412140	2022-05-25 23:19:20	2022-05-25 22:53:29	28332766	3626594048	28332766	128	1068		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR019/19412/SRR19412140/SRR19412140.lite.1	SRX15466479	KD8_seq2_p2_mRNA_62_S63_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	70C2CAA6A226C74AAD4A0337778D0C22	23C035288B4385F1A64FD84BF83C022D	mRNA	UNKNOWN	S63	p2
SRR19412141	2022-05-25 23:58:59	2022-05-25 23:28:55	84579609	10826189952	0	128	3298		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19412/SRR19412141/SRR19412141.lite.1	SRX15466478	KD8_seq2_p3_mRNA_20_S21_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	8CFBC36E2344410A914D3A4879558327	780C2003718DF9C563E4EF6FFBCDB582	mRNA	UNKNOWN	S21	p3
SRR19412142	2022-05-25 23:58:59	2022-05-25 23:52:04	84370205	10799386240	84370205	128	3295		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19412/SRR19412142/SRR19412142.lite.1	SRX15466477	KD8_seq2_p3_mRNA_20_S21_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	1B03285AE78787B932A9B44ACC3CEB10	660F7C0D6E0B96EB76C15F972B3F9412	mRNA	UNKNOWN	S21	p3
SRR19412143	2022-05-25 23:58:59	2022-05-25 23:11:22	84595833	10828266624	84595833	128	3308		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19412/SRR19412143/SRR19412143.lite.1	SRX15466476	KD8_seq2_p3_mRNA_20_S21_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	1508544FDF306665F43B7821B9247F2C	01E06F27AB045E85A415A26F453A2FB3	mRNA	UNKNOWN	S21	p3
SRR19412144	2022-05-25 23:58:59	2022-05-25 23:15:06	84599409	10828724352	84599409	128	3276		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR019/19412/SRR19412144/SRR19412144.lite.1	SRX15466475	KD8_seq1_p3_mRNA_20_S21_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	31654C822559A3568A2D27EC107AD774	7BAF67F7AE7FE481657424CDBBDFC0E3	mRNA	UNKNOWN	S21	p3
SRR19412145	2022-05-25 23:19:20	2022-05-25 23:07:21	84577110	10825870080	84577110	128	3232		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19412/SRR19412145/SRR19412145.lite.1	SRX15466474	KD8_seq1_p3_mRNA_20_S21_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	2D80C4EEAAE3438F73B65E07A4B59B56	EBDF98514F527F505D5AEBEC1DE6DD06	mRNA	UNKNOWN	S21	p3
SRR19412146	2022-05-25 23:58:59	2022-05-25 23:11:57	84568884	10824817152	84568884	128	3234		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19412/SRR19412146/SRR19412146.lite.1	SRX15466473	KD8_seq1_p3_mRNA_20_S21_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	2E50425B17A3A8F6775CEAC449B47A7E	EEEB4EDC94623A4DCE14CE9FF18389BA	mRNA	UNKNOWN	S21	p3
SRR19412147	2022-05-25 23:58:59	2022-05-25 23:16:56	84344116	10796046848	84344116	128	3225		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19412/SRR19412147/SRR19412147.lite.1	SRX15466472	KD8_seq1_p3_mRNA_20_S21_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	E21DA32AEEEF05A00BB9AF2CF80E3DD3	E6B538F0B9458DCA99A398F8F9955BB0	mRNA	UNKNOWN	S21	p3
SRR19412148	2022-05-25 23:19:20	2022-05-25 22:43:51	4999789	639972992	4999789	128	184		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19412/SRR19412148/SRR19412148.lite.1	SRX15466471	KD8_seq2_p3_sgRNA_19_S20_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	82B9C7E5FCB898548967F133D1E446D6	BDED215B82435FE259336B62F4EF4839	sgRNA	UNKNOWN	S20	p3
SRR19412149	2022-05-25 23:19:20	2022-05-25 22:43:32	4891190	626072320	4891190	128	179		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19412/SRR19412149/SRR19412149.lite.1	SRX15466470	KD8_seq2_p3_sgRNA_19_S20_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	710ABBF3A03A6F25FA2F92DDBC2B57B9	845FC4EBAB8593B17E7F6578D1026A37	sgRNA	UNKNOWN	S20	p3
SRR19412150	2022-05-25 23:19:20	2022-05-25 22:43:16	4894172	626454016	4894172	128	178		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19412/SRR19412150/SRR19412150.lite.1	SRX15466469	KD8_seq2_p3_sgRNA_19_S20_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	E09B597FD6A110F5D82868F20F239CC6	E75E351D5ACEE8C4D80906D02E0FAC2E	sgRNA	UNKNOWN	S20	p3
SRR19412151	2022-05-25 23:19:20	2022-05-25 22:50:38	28017497	3586239616	28017497	128	1050		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19412/SRR19412151/SRR19412151.lite.1	SRX15466468	KD8_seq2_p2_mRNA_62_S63_L003	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	A21DA549D86EE3CB4F0034B204F2F220	AB68269451879EE5E518806EDF8EEBBC	mRNA	UNKNOWN	S63	p2
SRR19412152	2022-05-25 23:19:20	2022-05-25 22:43:32	4848905	620659840	4848905	128	176		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19412/SRR19412152/SRR19412152.lite.1	SRX15466467	KD8_seq2_p3_sgRNA_19_S20_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	D580321076BB96D78F365986F76F6348	7A8DAEEF521DC775879488C1A1FE28CB	sgRNA	UNKNOWN	S20	p3
SRR19412153	2022-05-25 23:19:20	2022-05-25 22:44:09	5050502	646464256	5050502	128	185		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR019/19412/SRR19412153/SRR19412153.lite.1	SRX15466466	KD8_seq1_p3_sgRNA_19_S20_L004	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	0D3BF0BD75A3E9DF9958E5A44A6C95F9	905DA6CEED2D54635680D23C4DC5FFB6	sgRNA	UNKNOWN	S20	p3
SRR19412154	2022-05-25 23:19:20	2022-05-25 22:43:21	5092426	651830528	5092426	128	186		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19412/SRR19412154/SRR19412154.lite.1	SRX15466465	KD8_seq1_p3_sgRNA_19_S20_L001	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	D474C4C27AE9A13A632CCA99759A8857	9DB7C6BE85FDFCF9E729CA496B9B270D	sgRNA	UNKNOWN	S20	p3
SRR19412155	2022-05-25 23:19:20	2022-05-25 22:43:54	5023701	643033728	5023701	128	184		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR019/19412/SRR19412155/SRR19412155.lite.1	SRX15466464	KD8_seq1_p3_sgRNA_19_S20_L002	OTHER	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP376262	PRJNA831566		831566	SRS13118566	SAMN28561242	simple	9606	Homo sapiens	K562_day_8_genome_scale					female		no					WHITEHEAD INSTITUTE / UCSF	SRA1426757		public	30B6B2FBF4806DB1D65449B814A315F7	0069C714099985E9F22DB0BF86D50DE0	sgRNA	UNKNOWN	S20	p3
